sentence,label
很好吃啊，每次去逛曙光里都要在那里吃，推荐石锅拌饭和牛腩盖饭，经济实惠，味道也不赖。就是环境不是很好，遇到人多的时候还需要等座位。,1
在这里烫的头发。 500的卡，8折。 1000的卡，7折。 而且里面必须总是保留20%的钱。 烫钱护理额外，50.不走卡。 环境可以。 但可能我和师傅沟通的不好。 烫出来的头发，不理想。刘海剪得很差。烫的效果也不好。像假发一样。 哎。无语了。,0
坐车时看见的，今天特意去找 一进门服务员就给每人一块糖或巧克力 店里陈列的品种很多，还有胶原蛋白饮料，旁边还有个办公区，好棒啊 因为有满66抽奖的活动 就多买了点儿 然后抽了个小毛巾，呵呵,1
这是离家最近的装饰城了，所以新家家好多东西都是从这定的，价格公道，觉得家具还会比别的地方便宜些，灯就不用说了，这里是绝对的优势！据里面卖窗帘的大姐说这里的灯比十里河的还要便宜些，心里窃喜！,1
里面的服务员的职业操守一个字差！特别是收银员 那个恶劣的态度哦 简直就是丢85度C的脸！！！我一下子对他们非常失望 服务性行业的特色呢？？？,0
宝坤楼上的环境相当不错，座位比较舒服，空间大，点餐用宝宝，也比较准确及时！宝坤的特别之处在于：很多朋友觉得吃烧烤是好，大快朵颐，但是吃完饭回家，吃饭时候穿的一身衣服基本全是烧烤的味道了（尤其完美生活），宝坤不同，宝坤的排风是在烤锅的一侧的，就是在油烟刚冒出锅面，还没到你鼻子里的时候，就已经到风道里了，虽然你闻不到香味了，但是身上的衣服也免受油烟侵害了！,1
比较斩的一家医院 不过医生还不算很差，部分还可以 当门诊和急诊同时存在的时候，一定要挂急诊 有时医生会突然莫名其妙走开很久很久，都不知道去哪里了。。。,0
必须要说，扭扭薯条很难吃.... 本来已经很久很久不光顾麦当劳了，可是被它的新品广告吸引，还是决定去尝试一下。结果很失望... 还有，麦当劳现在的菜单怎么改成这样了呢，有点难以看懂... 以上并非临汾路店一家的问题。 对这家店要说的是，那天去的很晚，夜里１２点左右，才发现午夜的麦当劳，果然有不少流浪汉（女）去睡觉，神经ＭＳ不大正常，有点吓人,0
面包真的味道很好 沙拉是柠檬汁 非常爽口 陪着铁板牛舌刚刚好 要不就有点油了 蛋包饭味道也不错 整体这家店水平很不错,1
周末去的~人很多~他家主要是~可以吃肉吃到爽~~但是冰淇淋要想吃的话~必须先把小膀子练练~不然根本搞不动~~而且要有耐心~去的那天甚么地方都不排队~就是就是比冰淇淋的人超多~~~烤的东西~烤架很干净~~肉的味道也好~很新鲜~~,1
老牌的商场了，整体环境一般，比较拥挤。不过优惠力度还是不错的，但是品牌不多，档次也不高。底层的长发西点生意很好，鲜肉月饼总是要排队的，一般还会去买面包和轻乳酪芝士，性价比很高，还有卖一些传统点心，例如袜底酥等，也很受欢迎。就是去晚了，好多都卖光了。,1
环境一般，灯光昏暗，团购的568元十人餐，吃过后拉肚子。鲈鱼的肉是糟的且已经有怪味了，领班硬说鱼是活鱼。虾绝对是死虾，皮都扒不下来。总之，太坑爹了！打死也不会再光顾。,0
这家店收银的服务员有点傻冒 我前面排队的要了珍珠奶茶 后来改变注意不要珍珠了 这服务员死活不肯强调是公司规定 少放珍珠他家又不吃亏 但他家的双拼和三兄弟真心好好喝 最近迷上了三兄弟 好棒好nice,1
一家坑人的医院 医生拼了老命推销药 检查项目属下来 10几项 跑上跑下 累个半死 把结果给她看 看都不看 直接开药 了 目无表情 很鄙视人的样子 还好不是什么见不得市面的病 难道医生就天生这副样子吗？ 宰人还这样 太没有天理了 又建新大楼了 真是无语了,0
什么狗屁饭店！本来订年夜饭说包房订完了，于是我就改订大年初五的包房。后来打电话再去确认对方说我们订的是大厅。。。真是气不打一处来！！责怪了对方几句没想到他的语气比我还硬搞的好像他吃亏了真是无语哦！！一帮子乡下人！我看苏先生的老板是不打算继续开下去了从员工的素质就看的出这家店迟早关门！现在尴尬了再去订其他饭店来不及了。。也算自己倒霉以后还是得立字为据啊！！诚信为做生意之本，要是不想在上海混早点卷铺盖滚！,0
这次朋友聚会6个人 服务一般 点了个宫保鸡丁，太失望了 不知道是宫爆鸡丁还是宫爆花生米…… 水煮鱼还行，豆芽多，鱼少，,0
最爱吃那的诸葛烤鱼，非常香，因为本人口味重，喜欢i把汤汁烧干一点再吃，别有一番风味，还有他家的饺子，一般我都是点素馅的，也蛮好吃的。,1
是去喝喜酒才去的 之前从未吃过 听说要扩大营业 现在已经有新的分店了 而且好大的 感觉店内不怎么大 而且有死角的 视角不太舒畅 怪不得要扩大了的 菜的口味貌似还可以 反正不难吃 总体感觉还可以的 就是赠送的婚庆太蹩脚了 所以印象分大大降低了,0
这次来大悦城的这家请好友吃泡芙，好友提醒说貌似涨价了，哎。 依然是喜欢的香草味，冰冰甜甜的内陷加上酥皮，和好友一起走走吃吃，好有爱哦~~适合情侣和闺蜜的好物啊~~,1
小贵的店面，但是还是值得的，味道真的很不错，性价比还行。 去的不多，碰不上什么打折的活动。 在那边逛累了，就去买杯喝的地方，很喜欢他家的仙草冻，很特别的感觉。,1
打酱油实习的时候在这里解决的午饭 量还蛮足的，每次点中碗的都吃不完= =有点浪费的感觉 就点过牛肉饭和咖喱饭，味道可以 本来看着菜单上丰富的菜色很是欣慰，其实都差不多的= =,0
来过两次，第一次是好朋友带我来的，很好吃，但是要贵些，服务非常好，第二次是我带男朋友来的。品种很多，很干净，感觉很舒服，有机会在多去几次,1
国庆去四川旅游，到了成都肯定要吃一下赫赫有名的麻婆豆腐的，可是最后还是另我有些失望。看了网上大家的点评，去之前心里已经有了些准备，店里的服务员阿姨态度极差，上来的招牌菜是冷的，估计是事先早就做好了。,0
什么时候吃的给忘了，现在才想起点评；我觉得这是国产披萨品牌里做得最好的一家了，价位也合适，不会比外来品牌差多少，整体觉得还真不错，下回还会去尝尝,1
好难吃。。。 排骨年糕好油。。。 鸡粥都是酱油。。。 鸡胗也忒小了吧。。。 诶。。。 服务也不咋的。。。 第一次对一家店评价如此之低。。。。。,0
"晚上过去的,9点多,也不是很晚,吃的都不全了,连茶水都没有啦,哎,服务员也没几个啦,水果也少了,还都弄烂了,所以建议大家9点以后还是不要去啦,可以说很糟糕",0
和CBD里面那家是连锁？味道一样的难以接受 都是开在影院附近 吃面是最快的选择 可是以后再也不要选了！难吃加少！！,0
之前路过，看到这家灯火辉煌的，昨天正好想吃“串儿”就来了。 要说真没来错地儿，大肉串儿 （6元/串）吃着真过瘾，腰子、肉筋也不赖。 手抓饭 很地道，料很足，味道不错。 自制酸奶 味道还可以吧 回头再尝尝这里的大盘鸡，还有羊腿...,1
老早点评有满100抵50活动时常去的一家店 口味还是不错的 蜜汁豆腐老婆的最爱 却是很香 鸡翅就奥尔良那种 牛丸特色菜 辣椒给力 扇贝还可以一元一个时记得去吃了好多。,1
上学的时候逛街总会买这家的盖浇饭，名字很有意思，不过现在长大了，不会再去了，真的挺不卫生的。味道还好，如果不是菜名起的比较有噱头，就是很普通的盖浇饭。,0
靠近五角场，交通很方便 地方也很好找，老板和老板娘很热情，饮料畅饮都是雪碧可乐，还有是原装的立顿红茶，服务很好，大家玩的都很开心~ 跟朋友去了好几个桌游吧，还是觉得这个比较好，大家完好吃饭也很方便，附近吃饭的也多，很适合聚会~,1
跟着西班牙人去吃的，据他说这家店在西班牙人聚集的上海网站上排名很高，周五晚上去试了一下，环境很好，服务也很好，服务员不会刻意和你说英语，感觉很自在，东西也很好吃。菜是西班牙人点的，具体名字不知道，有个虾，还有一个肉饼，我给它起个名字叫西班牙MOON CAKE，这2道菜很好吃！买单的时候碰到老板，两个西班牙人就在那里聊开了。老板是个很可爱的肯德基爷爷！哈哈！,1
"2个人去吃的,所以点的不多. 不说别的, 就点评1个冷菜: 红枣年糕? 具体叫什么名字我忘了, 反正就是红枣里面塞了一小块年糕的那种(有些饭店是塞糯米). 老实讲, 这是道很普通的冷菜, 也是我在别的饭店经常能吃到的, 怎么鹭鹭可以做的如此难吃, 真是佩服佩服!! 在此提醒大家, 此菜别点, 真的!",0
朋友聚餐还不错，环境蛮好，老房子，比较雅致，自助餐很划算也还可以，很喜欢那个牛肉。 服务还可以，适合聚餐吃吃~不错不错,1
年初时去过一次 感觉味道也就一般 价格还不低 不值 没感觉和港式有啥大的联系 倒是没再去过第二次 唉 就是对这里没兴趣,0
以前每天上班，都路过这家季风，却从未因它而驻足 某天等朋友，约在地铁站内，无聊的时候我就进去看看 里面的空间比外面想象的要大很多，而且很狭长，书的类型很丰富，而且人气出乎意料的很旺，基本上每排都有人站在那里挑选书籍 而且服务什么也不错，书籍排放很干净，找起来很方便，看中了伊坂幸太郎的几本书，赞，顺势拿下，感觉各方面都不错 不过最最里面的杂志区域，杂志的损毁度都有点高了，基本上拆封的都翘边了，希望看书的人注意,1
实在是太便宜了。在广州没有吃过这么便宜的。鸡倒是很一般。没有湛江鸡好吃。当然这个价格不能要求是很好的鸡。菜的品种不多，但是都比较够镬气。路很难找。去南站的路上转进去。,1
那天过 生日就去买了个6寸的蛋糕。 里面的蛋糕很精致 本来是宜芝多在那里的搬掉了我都不知道。。 家里人比较喜欢吃乳酪的 就买了那里唯一6寸还是乳酪的 覆梅子乳酪 妈妈说有点酸 不是很好吃 主要那个上面的水果比较酸 我个人觉得味道挺不错的 味道挺浓的 水果也很多 店很小 那天去的时候两个工作人员的态度哈好。。估计是因为就我一个人。。所以就很周到,1
"非常好吃啊~!! BF早上去给买回来的.. 吃的是鸡汁和鱼丸的... 不过鱼丸真的好少啊..就一片好像!~~ 在家配着妈妈做的绿豆粥吃的,特别好吃~",1
比较有特色的小吃快餐店，烙面皮才4元一份，肉夹馍的味道也不错，中午有不少人到这边来吃饭，有学生也有公司经理一样的人物。主要是口味比较好，服务也是不错的，就是就餐环境一般，不过倒也干净。,1
本来挺想试试坐在秋千上吃饭喝汤是个什么滋味，路过时就直接进去了！人不是很多，但服务态度很差，真的很失望，以后都再也不去了！,0
从地铁出来 肚子饿的咕咕叫了 一路走一路找吃饭的地 经过这家发现里面人还不少 主营米线和各种各样的粉 还有面条 火烧 我就要了清汤米线 感觉其他可能都是酸辣类型的 5元一份 当时觉得好便宜啊 端上来一看 还真是清汤 其实也不算清汤 还是有些油花的呵 里面就几根青菜叶子 花生有吧 俺都不记得了 虽然料很少 不过倒是不难吃哇 这么一碗热腾腾的米线吃下去 顿时觉得暖和许多呢,0
很差很差很差，倒不是饭菜的味道不好，吃完饭走的时候手机落在店里了，回去找的时候不见了！当时已经很晚了 店里没什么客人， 严重怀疑店员手脚不干净！！！！！！,0
听说南桥也有小杨生煎了 于是乎 专程过来吃 在一个像大时代一样的地方 昨天去的 大概是三八节的关系吧 人多是多的来 买生煎神马的队伍排到门外去了 正巧我只买一两 锅里只剩一两了 所以我等于插到好几个人前面去了 哈哈哈~~~ 味道不错汤汁很多 5.5一两 还买了个油豆腐牛肉粉丝汤9元 味道也不错 还是属于蛮价廉物美滴~~~,1
吃完火锅后，觉得不舒服，就来吃许留山 这家店挺小的，位置很很挤，很多都是2人座，我们3个人凑到最后一排挤着坐的 味道跟其他分店是一样啦，人家都说HK的许留山更好吃，可我觉得大陆的才更好吃,1
哈哈 什刹海 我又来了 冬天的感觉也不错哦 来到酒吧来一杯鸡尾酒 听着舒服的音乐也是一种享受啊 一直玩到十点多菜回家 真好啊 好好啊哈哦,1
服务实在是太差了。火锅店没有饮料自助也就算了，点了自助的茶水，居然没人来加水，就那么小个茶杯，想把人干死啊。服务员态度极差，对于火锅加汤加火这种基本服务居然极其不情愿。装修品味也很差，居然用pvc的水管做天花。再也不会去了。,0
味道不错，服务还是可以的，环境有一点吵，估计是人气旺的原因吧 三杯鸡 豆腐煲 油淋鲈鱼 花生冰沙都很好吃，下次有机会还来,1
海花去晚了必须得等位啊，人总是很多，他家烤肉非常便捷，大锅盖呲呲的很快很快的，肉质也好吃，很细嫩，尤其是牛舌。主要啊是酱料很美味的，给的很足，不够还可以随时添加。他家的饭我觉得也可以，主要还是烤肉最靠谱。他家的服务员随叫随到，服务态度挺好。,1
外面看很小 里面别有洞天 说实在 菜量真是小小小的可以 太小家子气了 开在家门口 就去过一次 感觉太不值了 而且它的地理位置很不好 还这么贵 怪不得前一家干不下去了,0
点了酱骨架，云吞和几个凉菜，酱骨架太难啃，云吞下味精，真是太一般了！吃肯德基都没这么坑爹！！！！！！而且还爆满，只好在外边坐,0
没有点评上说的那么好，有点失望。点了综合花生仁汤，gf点了仙草冻。花生汤太甜了，东西也很少，应该不会再去了,0
以前去的时候只觉得还行吧， 现在两家合一家还以为服务会变好 结果跟朋友去食 一碟羊肉以前要25 去年要28 再去居然涨价到35！ 股票都没它那么快！坑爹呢！ 现在就更不知要多少了！ 反正太贵了,0
点了一份什么腊味饭跟本是坑爹，哪是腊肉啊肥的要死破咸肉，妈妈点的香菇滑鸡，靠三块鸡配点破香菇就是香菇滑鸡~那个破米也不是什么泰国香米~差不多的价格我宁愿去悠闲美地~绝对不会再去了`现在标点美食档次也太低了吧.......,0
到三亚后就住在这里，环境非常优美，以为酒店的西餐会很贵（因为早餐要每人68元），吃够了海鲜、小吃，不知道该吃什么了，就去这里看看，结果发现，价格非常合理，是纯西餐那种烤的鸡翅沾着酱很好吃,1
外卖电话永远没有人接！！！不想送就不要写有外卖服务！无语了！无语了！无语了！无语了！无语了！无语了！无语了！无语了！无语了！无语了！无语了！,0
汤做得不错，点的是莲藕排骨汤，挺赞的。 超级喜欢吃他家的糯米蒸排骨、粉蒸肉，还有鲜榨的玉米汁，很好喝：） 蜜汁藕也还可以。,1
我觉得这家的烧烤应该是我吃过最好吃的烧烤了，这里主要以烤生蚝为名，其他的口味也很好，地方有点偏僻，福田村沃尔玛的斜对面派出所的侧面。,1
码了半天的字，全没有了，NND，三个字总结，不会再去，灌汤包要不是瘪的，要不就是底粘在笼屉上，这个不是偶然的，身后的那桌因为包子没汤，服务员重新换了一笼。羊肚汤奇怪的酸辣味，酸得不厚反而是让人感觉不知道放的啥，冲～辣得也不香～,0
这家喜来公社就开在芳汇的车站那里，旁边有家全家。 东西很多~面包、甜点都很全。 这次还是买了最经典的手撕包~~吼吼！12块~家里一顿早饭刚刚好！一如既往的香甜，希望他家能开发出更多的好吃的面包！,1
用过一段时间交行的卡 怎么说呢，没什么特点，不出众也不太差 活动很少，也没什么特色 就有一次丢了身份证，才发现没身份证，不能取超过5万的到期定期， 唉，真是很难和银行打交道 后来长时间不用，就把交行的卡销了,0
非常大爱的斗香园，小笼是很美味啊，连续第二周来到嘉里中心，很多店都还没有开张，这个好像上菜有点慢，但是服务员态度还不错。推荐可爱的猪排，小笼还有婆婆葱油饼，芝麻糊感觉和南方芝麻糊差不多。豆浆一般般。下次继续。,1
去必胜客每次都是别人请客 ，自己觉得不太喜欢吃披萨，每次都对蛋糕下手，芙蓉虾还不错，只可惜就5只，少的可怜，总体还可以吧,1
"第一次被bf带去的烤翅店,现在经常去的烤翅店,阿姨的服务超好,没的说. 骨肉相连每次必点,味道特别好,没的说o(∩_∩)o... 鸡翅每次都点原味的(因为我不能吃辛辣的),麻椒的,没吃吃完嘴都麻木了. 被我带去的朋友都很喜欢于翅烤翅.",1
这家粤菜馆的粤菜做的味道很正宗的，自己来这里吃过不少次饭了他们的服务员的服务态度也都很好，就是价格上有点小贵了。,1
因为在家门口图方便去了两次，感觉一次不如一次！服务差，真的达到了：＂嘿嘿，你叫吧！叫破喉咙也没人来搭理你！＂菜的味道也不灵！失望！失望！,0
场地相对比较OK，但是太吵，没有什么工作人员，可以玩的游戏都挺多得。场地有一个很小的溜冰场，里面感觉环境很差。1块钱一个币,0
价格很不优惠，味道也不好，牛肉面的肉都是筋筋拉拉的，吃起来觉得很恶心，而且牛肉的量也不是很多。我很少给这样的一个评价,0
这里虽然远，但是来到这里真的是心的享受。看见各种鲜艳的花，很香，很漂亮。而且每次来到这里都会买好多话回去，装饰在家里面，很舒心。,1
不知道是不是因为连锁大排档形式，菜品难吃的让人无话可说！ 地滑，太油腻了！估计没有再去的可能！ 以上！,0
点了一份生滚牛肉粥，真是史上最难吃的牛肉粥了，分明就是牛肉渣渣泡饭呗，糊弄到甚至连香菜小葱也懒得放，店里的空气不是很清新，音响里的嗨曲放得好大声，又土又吵的嗨曲反复的放，我问有没有舒缓的曲子，服务员一脸茫然的看着我说：我们只有这个！只有这个？你丫以为你是迪厅啊！！！ 上岛咖啡只能算是网吧里环境比较好的店，绝对对不起咖啡店这3个字。要不是家里断网，打死我也不会去它家，什么破地方！,0
东西极其一般，价格轻度贵，上菜极慢，还有人抽烟，只有一个优点，在16楼有江景看！吃了一次应该就不会再去第二次了，么什么特色,0
最初的认识是他家卖的做菜的锅子都是透明的，可以看见自己煮菜的过程，很好玩，突破了传统，只是这个牌子的价格确实比普通锅高了好几倍,1
很特别的粥火锅 一直看到有人排队 DP上面评价也很不错 于是去吃吃看咯 下班去的 人好多呀 等了很久的~~~ 不过等位能打折 到还是不错咯！ 味道挺不错的！清淡口味的肯定会喜欢~我这个小重口吃吃也觉得很不错咯！ 基围虾没有点，因为本身对基围虾过敏 惨~~~~ 总的来说还不错的 海鲜什么也不贵 下去之后很嫩的 最后喝粥，鲜呀~~~~~,1
这家老娘舅人气很旺，环境也不错，我第一次吃就是在这里，所以对老娘舅 印象不错，最喜欢的还是炖蛋啦，非常嫩，量很足，以后还会去的。,1
这家店的芝士蛋糕和提拉米苏都很正宗，其它出品也不错。缺点是不能刷卡，另外总是禁不住诱惑会吃很多，忘记吃多了容易发胖……,1
很久没来这里了，发现城隍庙附近多了一个很时尚的广场哦，吃的玩的逛的都有了 同学住在附近，所以就来这里逛了一下，觉得还挺不错的,1
"酒店的外面看上去很一般 ,但没想到里面的装修还不错. 菜的摆盘很漂亮,味道也不错!因为新店开张打了个8.8折,性价比很高!",1
喝了2家鱼丸汤，这家不咋地，一是汤里放了太多胡椒粉，把鱼丸的味道完全盖住了，鱼丸比较小，面粉不够有弹性，二是店家不厚道，想买小碗的，店家直接给上了大碗，还强调说大碗便宜。。无语了,0
常熟的烤肉可以说权金城是不错的~ 推荐他家的五花肉和牛肉（不记得叫什么牛肉了，不过是辣的） 服务态度很好，我和朋友不太会烤，马上有服务员过来问需不需要服务~赞一个！ 这里的客人还是挺多的~我们周日中午去~基本上没有什么空位了！ 不过~有点小贵~三个人吃掉了250左右~,1
环境挺好的，味道还不错，朋友聚餐或者其他的都适合。关键是实惠，适合在校学生聚会。就是菜式单一了点，经常换一下更好，,1
不行，真的不行。 不是总店，就是不行，尤其是连锁之后，各种质量都无法保证，烧饼全是拔凉拔凉的，真受不了了。 很明确，不能再来了。,0
刚开业是就去了，本人比较喜欢逛超市 呵呵呵 里面很大很敞亮，东西很全，离家挺近，还有免费班车。在300路车站附近，也挺方便。,1
酸菜鱼真的不错，最喜欢酸菜鱼里面放的酸萝卜。鱼片很薄但是不会碎掉的那种。 盐炒肉很喜欢，肉片吃了也不需要剔牙，哈哈~还有免费开胃菜送，不错哦！ 下次一定还会光顾！,1
15/9南瓜湯燶底！餐飽唔新鮮！西炒飯凍嘅！甜品唔記得上！大部分服務生听唔明廣州話。唯一最good嘅系熱奶茶同環境，有分吸煙區同非吸煙區。適合朋友聚會。環境有小小吵咯(~_~;) 17/9今晚同朋友再次聚餐，朋友點咗個印尼炒飯，點知個waiter傳菜噶時候，一野推左個碟落張台，搞到只蛋跌落張台喔，然後個waiter用只手摞繙起只蛋放落個飯面，然後行開左，俾第個waiter摞繙個飯過黎，唉~！真係對呢傢野好失望咯。,0
点了粥和扁豆闷面，粥跟正常粥店都差不多，都是那样，扁豆焖面就太难吃了吃了两口就吃不下去了，太难吃！跟嘉禾一品的扁豆焖面比差太多了！价格还不便宜 离家近但也不会再去了,0
去中南逛街的时候看到它家排着长队，想着味道应该差不到哪去，就买了凤爪、香辣虾，回去尝了下，感叹味道也不过如此嘛，本来到这也就此打住了，没想到吃着吃着吃出来几根头发，真是恶心，连锁的店铺卫生条件还这么差，那跟小摊还有什么差别呢，何况价格还不算便宜。,0
陪朋友来这家店拍过写真，价格不贵，环境蛮好的，她家拍摄风格还是很华丽的，摄影师人蛮好的水平也不错，还会给些专业的建议,1
最喜欢椒盐味，奇妙的融合和咸和甜的味道，很酥，下班去买必排队。板栗味的也不错，趁热吃很香，就是蛮油的，一般吃两个就吃不下了。,1
看到点评上满推荐他们家重乳酪蛋糕，想来品尝一下， 店开在淮太原宜芝多的位置上，邻近地铁出口，交通很方便， 蛋糕卖相老好的，颜色也很丰富多彩，看了就老有食欲的， 品种不多，基本都置于柜台里，看到了今天的首选重乳酪蛋糕， 旁边还有切开可试吃的，太贴心了， 试吃了一口，味道满不错的，乳酪味口感浓烈， 决定买一盒（30盒），真心觉得贵， 回家吃，觉得旁边配的饼干底太多，减少了乳酪的味道， 总体性价比不高。,1
昨天和朋友一起去吃的，已经吃过几次了，环境蛮好的，服务也还算周到。觉得这家的几种鱼丸口味都比较有特色。点了一份综合丸、虾滑、蒙古羊肉、冻豆腐、大白菜，饮料是酸梅汤（最近去消费，酸梅汤是免费赠送一扎的），222元~个人认为价格再亲民些就好了。,1
因为离家近去过几次，晚餐凭卡每人送半只小龙虾或者小鲍鱼，但没那么新鲜，主要是价格不同，晚餐现在增加了小孩子活动区，有一位姐姐带着孩子们摆起小桌子做点心，小丑打扮的一位哥哥给孩子们吹长气球并做各种造型，星级酒店自助餐都差不多，吃的品种不多，但服务比较好，甜品还可以，有三文鱼等刺身，没北极贝。环境很不错，也可以坐在室外水边。,1
推荐~ 因为离家不远 所以经常和家人朋友去吃~非常好吃~ 一到饭点那里就异常火爆~~~等位的人那是相当多~但是绝对不会白等~,1
五番街刚开的时候就去买过，觉得不错，每次路过基本上都会买。喜欢迷你巧克力可颂~其实除了可颂之外其他倒是没有尝试过( =（T）= )看起来不是这么这么吸引人，长得比较一般~,1
那天路过的时候正好想吃雪菜肉丝面，因为在这家没有吃过，就正好尝尝，要了一碗面一杯豆浆，结果发现还没有城隍庙的好吃呢，还比那家贵好多，郁闷啊！不过豆浆，油条还是好吃的,1
赶时间，所以选了港式餐厅解决晚饭。 说心里话，非常失望。 四宝饭量少的可怜，里面的叉烧干干的，一点不入味。 滑鸡粥，没有鲜味，粥稀的几乎只看的到水了。 失望啊。。。。,0
就点了莜面窝窝30米！本人觉得还行不算是很难吃！就是价格偏贵没什么东西就30米不太值但是在前门那样的地方也就这个价钱了！,0
我记得几年前吃全聚德不是这样的 简直了，菜做的跟成都小吃一个水平。 炒饭那米都没熟，硬的要死，让服务员给重新炒一下，原封不动给端回来了 拿盘子，还把盘子里脏水给洒菜里了，我就服了真的 这种老字号的店真的是越做越糟糕！,0
猪骨煲一般吧，没有传说中的那么好，骨髓也不多，比起在其他地方吃的骨头汤要失望很多，吃到最后菜都下进汤里，汤滚后我们关了火，服务员过来问了句还要不要加菜，我们说不用了，居然径自拿着单去跟我们结账，还没吃完就拿了单子来叫我们给钱。 番薯太甜，墨鱼滑一般，觉得建设路的那家港式火锅味要好很多，其他配菜很普通不过价格在火锅类相对较贵，唯一觉得绿茶芋茸包还可以，不会太甜，皮比较有韧性~但会腻，下次不会再来了~,0
点左个双人下午茶套餐68元 3层噶甜品塔 同菜单里面嘅图真系差太远 劲唔抵 第一层系薯条 薯角 第二层系两个蛋糕 第三层系 香肠同鱿鱼圈这类嘅野 真系好少 因为系下午才就算啦 不过环境真系唔错 建议唔好坐露天位 因为门口隔离系垃圾存放处,0
去了很多次.一次比一次失望. 这次很多菜都没有.象猪脑.昂刺鱼影都没见着.都是一些很普通的菜品.熟菜也很少.牛肉和羊肉等了好久才不情愿的端出来.加汤也要千呼万唤过来,0
服务真的没话说，在门口等位的时候就又水喝哦 之前定位子的，被叫到了包厢，我还很惊讶呢 还以为包厢有最低消费 问了才知道没有的 不过也好，外面有点吵 菜的味道一般 和辛香汇差不多的 水煮鲶鱼很好吃哦 推荐 吃完还做了指甲,1
这个是科技馆里面的电影院，imax的在一楼，效果最好～～ 巨幕的3d电影效果确实很赞，身临其境的感觉阿，虽然片子都不是很长，而 且都是科教片，但是效果确实惊人，而且片子的内容都很好，很适合带孩子来看· 其他的电影还么看过，有机会再来看下·～～,1
身为江苏人，鸭血粉丝是我的最爱，来青岛后就一直想找比较好的鸭血粉丝店，这家吃了之后很失望，还不如我们那边街边小店做的好,0
就没吃过这么难吃的抄手。 店里给人嘈杂凌乱的感觉，服务没有条理，以刚开业为由不给发票。 凉面、口水鸡、糍粑。。。出品都很一般，不会再去了。,0
味道不错，喜欢吃这里的虾 今天还要再去 和他 我喜欢看师傅在铁板上的动作 翻来覆去，看似简单 其中却蕴含了很多道理 像极了人生,1
或许是淡季吧，去的这天下午就我们一行四人，感觉棒极了。老房子装修的很波西米亚，乱中有味，有许多新奇好玩的摆设，老板是画家也玩音乐，大套间里放了好多吉他和鼓，还有投影仪可以看电影。也有露天的座位，白天晒太阳，晚上看星星。服务非常好，当然大概是因为人少嘛，服务生一直来问我们需要什么东西，我们坐了一下午点了一壶蜂蜜柚子茶，和咖啡，最后结账就40块。老板还帮我们拍了好多照片，一天世界啊。。。,1
地方很小，环境还是不错的。就是没有草坪，夏天去比较舒服，冬天太阳比较少。里面有一个儿童乐园的区域，有跷跷板，滑滑梯。还有那个秋千比较好，是4个小朋友坐一起的秋千，适合4岁以下的小朋友。,1
一塌糊涂，环境差，东西也差，稍微好点的东西都说没了，再也不会来吃了，上来的东西都一点点，还随机的漏单，八点的时候连椰奶都没了，饮料就剩雪碧可乐，居然还要排队,0
慕名而去，我是不会再去了，我住在沙坪坝，去一趟何其的麻烦，结果失望而归…… 我们要的鸡并不是乌鸡，不知道为什么上来的是乌鸡，我们也没有说什么，但是就是怎么感觉吃不到肉，肉切的小到不行，我们拼命找啊，怎么就是感觉好像缺斤少两，基本是没吃饱，还要了别的菜都很一般，反正没有传说中的好,0
好吧，如果你还没去过华政、东华的食堂，可能你对立信的食堂不失望，但是只是建立在你没去过上述两个食堂。我个人青睐二楼的清真窗口，牛肉面啊，锅仔神马的。牛肉面的牛肉很少。,0
一个字就是贵！去之前很期待，去了后很失望，但是是别人请客的没啥好说。可能是这里的口味不适合我，总觉得没味道。反正我是没吃出什么特别之处。,0
"公司在附近，前天被新来的新加坡boss叫去工作午餐在这家，本来已经快2个多月没在这家用餐了，在这周围工作的人谁不知道这家早不是什么法国餐厅了，现在变成了一中国餐厅经营所谓的“法国菜”，厨师都是临时厨工好伐！我老板还偏要吃法国菜，反正也一工作午餐，去了吃了吧问我：jacky,你确定这是法国餐厅？无语！不是您要去的吗？这年头boss难伺候阿！",0
东西做的还行 就是服务差点 应该说比较差 服务员的水平比较有待于提高啊 顾客是吃饭去了真不是去生气去了 哎 没法说 不过白肉血肠做的还是可以 希望能明白顾客就是上帝吧,0
在大润发里面，环境还可以，就是有点小。服务人员还好。点了芝麻糊拼核桃糊，感觉一点都不粘稠。很一般。不值那个价钱。糖不甩挺q。,0
人，很多，菜，挺慢，味道，挺好，下次，还去！ 还不错，都挺不错的。这边一排餐馆中最好的了（个人认为）。 老北京风味。,1
昨天吃的啥我都快忘了－ － 狗肉一口没碰。 羊肉太精，吃了2口歇菜。 包菜比较油。 红烧肉很好吃，入口就化， 臭豆腐很给力，好吃的。 有个锅里面有丸子，鱼豆腐，地耳之类的，很好，很鲜。 最喜欢那里的榨菜和醉花生，好吃得不行 饼太脆了。。。没啥感觉 这家店满好吃得，可是为毛dp上推荐得昨天我一个都没吃到orz 哦对了，大家都说臭桂鱼好吃，为毛我一点感觉都没有orz,1
班级第一次烧烤就来的这里，风景不错，尤其是夏天的时候，等荷花开了就更好看了，在这里逛逛，拍拍照很不错，下次再去逛逛,1
